origin_index,origin_utc,horizon_days,window_end_exclusive_utc,magnitude_threshold,primary,numerical_check
174,2010-05-03T00:00:00Z,1,2010-05-04T00:00:00Z,3.5,0,0
174,2010-05-03T00:00:00Z,1,2010-05-04T00:00:00Z,4.5,0,0
174,2010-05-03T00:00:00Z,1,2010-05-04T00:00:00Z,5.5,0,0
174,2010-05-03T00:00:00Z,7,2010-05-10T00:00:00Z,3.5,0,0
174,2010-05-03T00:00:00Z,7,2010-05-10T00:00:00Z,4.5,1,0
174,2010-05-03T00:00:00Z,7,2010-05-10T00:00:00Z,5.5,0,0
174,2010-05-03T00:00:00Z,30,2010-06-02T00:00:00Z,3.5,0,0
174,2010-05-03T00:00:00Z,30,2010-06-02T00:00:00Z,4.5,0,0
174,2010-05-03T00:00:00Z,30,2010-06-02T00:00:00Z,5.5,0,0
175,2010-05-10T00:00:00Z,1,2010-05-11T00:00:00Z,3.5,0,0
175,2010-05-10T00:00:00Z,1,2010-05-11T00:00:00Z,4.5,0,0
175,2010-05-10T00:00:00Z,1,2010-05-11T00:00:00Z,5.5,0,0
175,2010-05-10T00:00:00Z,7,2010-05-17T00:00:00Z,3.5,0,0
175,2010-05-10T00:00:00Z,7,2010-05-17T00:00:00Z,4.5,1,0
175,2010-05-10T00:00:00Z,7,2010-05-17T00:00:00Z,5.5,0,0
175,2010-05-10T00:00:00Z,30,2010-06-09T00:00:00Z,3.5,0,0
175,2010-05-10T00:00:00Z,30,2010-06-09T00:00:00Z,4.5,0,0
175,2010-05-10T00:00:00Z,30,2010-06-09T00:00:00Z,5.5,0,0
176,2010-05-17T00:00:00Z,1,2010-05-18T00:00:00Z,3.5,0,0
176,2010-05-17T00:00:00Z,1,2010-05-18T00:00:00Z,4.5,0,0
176,2010-05-17T00:00:00Z,1,2010-05-18T00:00:00Z,5.5,0,0
176,2010-05-17T00:00:00Z,7,2010-05-24T00:00:00Z,3.5,0,0
176,2010-05-17T00:00:00Z,7,2010-05-24T00:00:00Z,4.5,1,0
176,2010-05-17T00:00:00Z,7,2010-05-24T00:00:00Z,5.5,0,0
176,2010-05-17T00:00:00Z,30,2010-06-16T00:00:00Z,3.5,0,0
176,2010-05-17T00:00:00Z,30,2010-06-16T00:00:00Z,4.5,0,0
176,2010-05-17T00:00:00Z,30,2010-06-16T00:00:00Z,5.5,0,0
177,2010-05-24T00:00:00Z,1,2010-05-25T00:00:00Z,3.5,0,0
177,2010-05-24T00:00:00Z,1,2010-05-25T00:00:00Z,4.5,0,0
177,2010-05-24T00:00:00Z,1,2010-05-25T00:00:00Z,5.5,0,0
177,2010-05-24T00:00:00Z,7,2010-05-31T00:00:00Z,3.5,0,0
177,2010-05-24T00:00:00Z,7,2010-05-31T00:00:00Z,4.5,1,0
177,2010-05-24T00:00:00Z,7,2010-05-31T00:00:00Z,5.5,0,0
177,2010-05-24T00:00:00Z,30,2010-06-23T00:00:00Z,3.5,0,0
177,2010-05-24T00:00:00Z,30,2010-06-23T00:00:00Z,4.5,0,0
177,2010-05-24T00:00:00Z,30,2010-06-23T00:00:00Z,5.5,0,0
178,2010-05-31T00:00:00Z,1,2010-06-01T00:00:00Z,3.5,0,0
178,2010-05-31T00:00:00Z,1,2010-06-01T00:00:00Z,4.5,0,0
178,2010-05-31T00:00:00Z,1,2010-06-01T00:00:00Z,5.5,0,0
178,2010-05-31T00:00:00Z,7,2010-06-07T00:00:00Z,3.5,0,0
178,2010-05-31T00:00:00Z,7,2010-06-07T00:00:00Z,4.5,1,0
178,2010-05-31T00:00:00Z,7,2010-06-07T00:00:00Z,5.5,0,0
178,2010-05-31T00:00:00Z,30,2010-06-30T00:00:00Z,3.5,0,0
178,2010-05-31T00:00:00Z,30,2010-06-30T00:00:00Z,4.5,0,0
178,2010-05-31T00:00:00Z,30,2010-06-30T00:00:00Z,5.5,0,0
179,2010-06-07T00:00:00Z,1,2010-06-08T00:00:00Z,3.5,0,0
179,2010-06-07T00:00:00Z,1,2010-06-08T00:00:00Z,4.5,0,0
179,2010-06-07T00:00:00Z,1,2010-06-08T00:00:00Z,5.5,0,0
179,2010-06-07T00:00:00Z,7,2010-06-14T00:00:00Z,3.5,0,0
179,2010-06-07T00:00:00Z,7,2010-06-14T00:00:00Z,4.5,1,0
179,2010-06-07T00:00:00Z,7,2010-06-14T00:00:00Z,5.5,0,0
179,2010-06-07T00:00:00Z,30,2010-07-07T00:00:00Z,3.5,0,0
179,2010-06-07T00:00:00Z,30,2010-07-07T00:00:00Z,4.5,0,0
179,2010-06-07T00:00:00Z,30,2010-07-07T00:00:00Z,5.5,0,0
180,2010-06-14T00:00:00Z,1,2010-06-15T00:00:00Z,3.5,0,1
180,2010-06-14T00:00:00Z,1,2010-06-15T00:00:00Z,4.5,0,1
180,2010-06-14T00:00:00Z,1,2010-06-15T00:00:00Z,5.5,0,1
180,2010-06-14T00:00:00Z,7,2010-06-21T00:00:00Z,3.5,0,1
180,2010-06-14T00:00:00Z,7,2010-06-21T00:00:00Z,4.5,1,1
180,2010-06-14T00:00:00Z,7,2010-06-21T00:00:00Z,5.5,0,1
180,2010-06-14T00:00:00Z,30,2010-07-14T00:00:00Z,3.5,0,1
180,2010-06-14T00:00:00Z,30,2010-07-14T00:00:00Z,4.5,0,1
180,2010-06-14T00:00:00Z,30,2010-07-14T00:00:00Z,5.5,0,1
181,2010-06-21T00:00:00Z,1,2010-06-22T00:00:00Z,3.5,0,0
181,2010-06-21T00:00:00Z,1,2010-06-22T00:00:00Z,4.5,0,0
181,2010-06-21T00:00:00Z,1,2010-06-22T00:00:00Z,5.5,0,0
181,2010-06-21T00:00:00Z,7,2010-06-28T00:00:00Z,3.5,0,0
181,2010-06-21T00:00:00Z,7,2010-06-28T00:00:00Z,4.5,1,0
181,2010-06-21T00:00:00Z,7,2010-06-28T00:00:00Z,5.5,0,0
181,2010-06-21T00:00:00Z,30,2010-07-21T00:00:00Z,3.5,0,0
181,2010-06-21T00:00:00Z,30,2010-07-21T00:00:00Z,4.5,0,0
181,2010-06-21T00:00:00Z,30,2010-07-21T00:00:00Z,5.5,0,0
182,2010-06-28T00:00:00Z,1,2010-06-29T00:00:00Z,3.5,0,0
182,2010-06-28T00:00:00Z,1,2010-06-29T00:00:00Z,4.5,0,0
182,2010-06-28T00:00:00Z,1,2010-06-29T00:00:00Z,5.5,0,0
182,2010-06-28T00:00:00Z,7,2010-07-05T00:00:00Z,3.5,0,0
182,2010-06-28T00:00:00Z,7,2010-07-05T00:00:00Z,4.5,1,0
182,2010-06-28T00:00:00Z,7,2010-07-05T00:00:00Z,5.5,0,0
182,2010-06-28T00:00:00Z,30,2010-07-28T00:00:00Z,3.5,0,0
182,2010-06-28T00:00:00Z,30,2010-07-28T00:00:00Z,4.5,0,0
182,2010-06-28T00:00:00Z,30,2010-07-28T00:00:00Z,5.5,0,0
183,2010-07-05T00:00:00Z,1,2010-07-06T00:00:00Z,3.5,0,0
183,2010-07-05T00:00:00Z,1,2010-07-06T00:00:00Z,4.5,0,0
183,2010-07-05T00:00:00Z,1,2010-07-06T00:00:00Z,5.5,0,0
183,2010-07-05T00:00:00Z,7,2010-07-12T00:00:00Z,3.5,0,0
183,2010-07-05T00:00:00Z,7,2010-07-12T00:00:00Z,4.5,1,0
183,2010-07-05T00:00:00Z,7,2010-07-12T00:00:00Z,5.5,0,0
183,2010-07-05T00:00:00Z,30,2010-08-04T00:00:00Z,3.5,0,0
183,2010-07-05T00:00:00Z,30,2010-08-04T00:00:00Z,4.5,0,0
183,2010-07-05T00:00:00Z,30,2010-08-04T00:00:00Z,5.5,0,0
184,2010-07-12T00:00:00Z,1,2010-07-13T00:00:00Z,3.5,0,0
184,2010-07-12T00:00:00Z,1,2010-07-13T00:00:00Z,4.5,0,0
184,2010-07-12T00:00:00Z,1,2010-07-13T00:00:00Z,5.5,0,0
184,2010-07-12T00:00:00Z,7,2010-07-19T00:00:00Z,3.5,0,0
184,2010-07-12T00:00:00Z,7,2010-07-19T00:00:00Z,4.5,1,0
184,2010-07-12T00:00:00Z,7,2010-07-19T00:00:00Z,5.5,0,0
184,2010-07-12T00:00:00Z,30,2010-08-11T00:00:00Z,3.5,0,0
184,2010-07-12T00:00:00Z,30,2010-08-11T00:00:00Z,4.5,0,0
184,2010-07-12T00:00:00Z,30,2010-08-11T00:00:00Z,5.5,0,0
185,2010-07-19T00:00:00Z,1,2010-07-20T00:00:00Z,3.5,0,0
185,2010-07-19T00:00:00Z,1,2010-07-20T00:00:00Z,4.5,0,0
185,2010-07-19T00:00:00Z,1,2010-07-20T00:00:00Z,5.5,0,0
185,2010-07-19T00:00:00Z,7,2010-07-26T00:00:00Z,3.5,0,0
185,2010-07-19T00:00:00Z,7,2010-07-26T00:00:00Z,4.5,1,0
185,2010-07-19T00:00:00Z,7,2010-07-26T00:00:00Z,5.5,0,0
185,2010-07-19T00:00:00Z,30,2010-08-18T00:00:00Z,3.5,0,0
185,2010-07-19T00:00:00Z,30,2010-08-18T00:00:00Z,4.5,0,0
185,2010-07-19T00:00:00Z,30,2010-08-18T00:00:00Z,5.5,0,0
186,2010-07-26T00:00:00Z,1,2010-07-27T00:00:00Z,3.5,0,0
186,2010-07-26T00:00:00Z,1,2010-07-27T00:00:00Z,4.5,0,0
186,2010-07-26T00:00:00Z,1,2010-07-27T00:00:00Z,5.5,0,0
186,2010-07-26T00:00:00Z,7,2010-08-02T00:00:00Z,3.5,0,0
186,2010-07-26T00:00:00Z,7,2010-08-02T00:00:00Z,4.5,1,0
186,2010-07-26T00:00:00Z,7,2010-08-02T00:00:00Z,5.5,0,0
186,2010-07-26T00:00:00Z,30,2010-08-25T00:00:00Z,3.5,0,0
186,2010-07-26T00:00:00Z,30,2010-08-25T00:00:00Z,4.5,0,0
186,2010-07-26T00:00:00Z,30,2010-08-25T00:00:00Z,5.5,0,0
187,2010-08-02T00:00:00Z,1,2010-08-03T00:00:00Z,3.5,0,0
187,2010-08-02T00:00:00Z,1,2010-08-03T00:00:00Z,4.5,0,0
187,2010-08-02T00:00:00Z,1,2010-08-03T00:00:00Z,5.5,0,0
187,2010-08-02T00:00:00Z,7,2010-08-09T00:00:00Z,3.5,0,0
187,2010-08-02T00:00:00Z,7,2010-08-09T00:00:00Z,4.5,1,0
187,2010-08-02T00:00:00Z,7,2010-08-09T00:00:00Z,5.5,0,0
187,2010-08-02T00:00:00Z,30,2010-09-01T00:00:00Z,3.5,0,0
187,2010-08-02T00:00:00Z,30,2010-09-01T00:00:00Z,4.5,0,0
187,2010-08-02T00:00:00Z,30,2010-09-01T00:00:00Z,5.5,0,0
188,2010-08-09T00:00:00Z,1,2010-08-10T00:00:00Z,3.5,0,0
188,2010-08-09T00:00:00Z,1,2010-08-10T00:00:00Z,4.5,0,0
188,2010-08-09T00:00:00Z,1,2010-08-10T00:00:00Z,5.5,0,0
188,2010-08-09T00:00:00Z,7,2010-08-16T00:00:00Z,3.5,0,0
188,2010-08-09T00:00:00Z,7,2010-08-16T00:00:00Z,4.5,1,0
188,2010-08-09T00:00:00Z,7,2010-08-16T00:00:00Z,5.5,0,0
188,2010-08-09T00:00:00Z,30,2010-09-08T00:00:00Z,3.5,0,0
188,2010-08-09T00:00:00Z,30,2010-09-08T00:00:00Z,4.5,0,0
188,2010-08-09T00:00:00Z,30,2010-09-08T00:00:00Z,5.5,0,0
189,2010-08-16T00:00:00Z,1,2010-08-17T00:00:00Z,3.5,0,0
189,2010-08-16T00:00:00Z,1,2010-08-17T00:00:00Z,4.5,0,0
189,2010-08-16T00:00:00Z,1,2010-08-17T00:00:00Z,5.5,0,0
189,2010-08-16T00:00:00Z,7,2010-08-23T00:00:00Z,3.5,0,0
189,2010-08-16T00:00:00Z,7,2010-08-23T00:00:00Z,4.5,1,0
189,2010-08-16T00:00:00Z,7,2010-08-23T00:00:00Z,5.5,0,0
189,2010-08-16T00:00:00Z,30,2010-09-15T00:00:00Z,3.5,0,0
189,2010-08-16T00:00:00Z,30,2010-09-15T00:00:00Z,4.5,0,0
189,2010-08-16T00:00:00Z,30,2010-09-15T00:00:00Z,5.5,0,0
190,2010-08-23T00:00:00Z,1,2010-08-24T00:00:00Z,3.5,0,0
190,2010-08-23T00:00:00Z,1,2010-08-24T00:00:00Z,4.5,0,0
190,2010-08-23T00:00:00Z,1,2010-08-24T00:00:00Z,5.5,0,0
190,2010-08-23T00:00:00Z,7,2010-08-30T00:00:00Z,3.5,0,0
190,2010-08-23T00:00:00Z,7,2010-08-30T00:00:00Z,4.5,1,0
190,2010-08-23T00:00:00Z,7,2010-08-30T00:00:00Z,5.5,0,0
190,2010-08-23T00:00:00Z,30,2010-09-22T00:00:00Z,3.5,0,0
190,2010-08-23T00:00:00Z,30,2010-09-22T00:00:00Z,4.5,0,0
190,2010-08-23T00:00:00Z,30,2010-09-22T00:00:00Z,5.5,0,0
191,2010-08-30T00:00:00Z,1,2010-08-31T00:00:00Z,3.5,0,0
191,2010-08-30T00:00:00Z,1,2010-08-31T00:00:00Z,4.5,0,0
191,2010-08-30T00:00:00Z,1,2010-08-31T00:00:00Z,5.5,0,0
191,2010-08-30T00:00:00Z,7,2010-09-06T00:00:00Z,3.5,0,0
191,2010-08-30T00:00:00Z,7,2010-09-06T00:00:00Z,4.5,1,0
191,2010-08-30T00:00:00Z,7,2010-09-06T00:00:00Z,5.5,0,0
191,2010-08-30T00:00:00Z,30,2010-09-29T00:00:00Z,3.5,0,0
191,2010-08-30T00:00:00Z,30,2010-09-29T00:00:00Z,4.5,0,0
191,2010-08-30T00:00:00Z,30,2010-09-29T00:00:00Z,5.5,0,0
192,2010-09-06T00:00:00Z,1,2010-09-07T00:00:00Z,3.5,0,0
192,2010-09-06T00:00:00Z,1,2010-09-07T00:00:00Z,4.5,0,0
192,2010-09-06T00:00:00Z,1,2010-09-07T00:00:00Z,5.5,0,0
192,2010-09-06T00:00:00Z,7,2010-09-13T00:00:00Z,3.5,0,0
192,2010-09-06T00:00:00Z,7,2010-09-13T00:00:00Z,4.5,1,0
192,2010-09-06T00:00:00Z,7,2010-09-13T00:00:00Z,5.5,0,0
192,2010-09-06T00:00:00Z,30,2010-10-06T00:00:00Z,3.5,0,0
192,2010-09-06T00:00:00Z,30,2010-10-06T00:00:00Z,4.5,0,0
192,2010-09-06T00:00:00Z,30,2010-10-06T00:00:00Z,5.5,0,0
193,2010-09-13T00:00:00Z,1,2010-09-14T00:00:00Z,3.5,0,0
193,2010-09-13T00:00:00Z,1,2010-09-14T00:00:00Z,4.5,0,0
193,2010-09-13T00:00:00Z,1,2010-09-14T00:00:00Z,5.5,0,0
193,2010-09-13T00:00:00Z,7,2010-09-20T00:00:00Z,3.5,0,0
193,2010-09-13T00:00:00Z,7,2010-09-20T00:00:00Z,4.5,1,0
193,2010-09-13T00:00:00Z,7,2010-09-20T00:00:00Z,5.5,0,0
193,2010-09-13T00:00:00Z,30,2010-10-13T00:00:00Z,3.5,0,0
193,2010-09-13T00:00:00Z,30,2010-10-13T00:00:00Z,4.5,0,0
193,2010-09-13T00:00:00Z,30,2010-10-13T00:00:00Z,5.5,0,0
194,2010-09-20T00:00:00Z,1,2010-09-21T00:00:00Z,3.5,0,0
194,2010-09-20T00:00:00Z,1,2010-09-21T00:00:00Z,4.5,0,0
194,2010-09-20T00:00:00Z,1,2010-09-21T00:00:00Z,5.5,0,0
194,2010-09-20T00:00:00Z,7,2010-09-27T00:00:00Z,3.5,0,0
194,2010-09-20T00:00:00Z,7,2010-09-27T00:00:00Z,4.5,1,0
194,2010-09-20T00:00:00Z,7,2010-09-27T00:00:00Z,5.5,0,0
194,2010-09-20T00:00:00Z,30,2010-10-20T00:00:00Z,3.5,0,0
194,2010-09-20T00:00:00Z,30,2010-10-20T00:00:00Z,4.5,0,0
194,2010-09-20T00:00:00Z,30,2010-10-20T00:00:00Z,5.5,0,0
195,2010-09-27T00:00:00Z,1,2010-09-28T00:00:00Z,3.5,0,0
195,2010-09-27T00:00:00Z,1,2010-09-28T00:00:00Z,4.5,0,0
195,2010-09-27T00:00:00Z,1,2010-09-28T00:00:00Z,5.5,0,0
195,2010-09-27T00:00:00Z,7,2010-10-04T00:00:00Z,3.5,0,0
195,2010-09-27T00:00:00Z,7,2010-10-04T00:00:00Z,4.5,1,0
195,2010-09-27T00:00:00Z,7,2010-10-04T00:00:00Z,5.5,0,0
195,2010-09-27T00:00:00Z,30,2010-10-27T00:00:00Z,3.5,0,0
195,2010-09-27T00:00:00Z,30,2010-10-27T00:00:00Z,4.5,0,0
195,2010-09-27T00:00:00Z,30,2010-10-27T00:00:00Z,5.5,0,0
196,2010-10-04T00:00:00Z,1,2010-10-05T00:00:00Z,3.5,0,0
196,2010-10-04T00:00:00Z,1,2010-10-05T00:00:00Z,4.5,0,0
196,2010-10-04T00:00:00Z,1,2010-10-05T00:00:00Z,5.5,0,0
196,2010-10-04T00:00:00Z,7,2010-10-11T00:00:00Z,3.5,0,0
196,2010-10-04T00:00:00Z,7,2010-10-11T00:00:00Z,4.5,1,0
196,2010-10-04T00:00:00Z,7,2010-10-11T00:00:00Z,5.5,0,0
196,2010-10-04T00:00:00Z,30,2010-11-03T00:00:00Z,3.5,0,0
196,2010-10-04T00:00:00Z,30,2010-11-03T00:00:00Z,4.5,0,0
196,2010-10-04T00:00:00Z,30,2010-11-03T00:00:00Z,5.5,0,0
197,2010-10-11T00:00:00Z,1,2010-10-12T00:00:00Z,3.5,0,0
197,2010-10-11T00:00:00Z,1,2010-10-12T00:00:00Z,4.5,0,0
197,2010-10-11T00:00:00Z,1,2010-10-12T00:00:00Z,5.5,0,0
197,2010-10-11T00:00:00Z,7,2010-10-18T00:00:00Z,3.5,0,0
197,2010-10-11T00:00:00Z,7,2010-10-18T00:00:00Z,4.5,1,0
197,2010-10-11T00:00:00Z,7,2010-10-18T00:00:00Z,5.5,0,0
197,2010-10-11T00:00:00Z,30,2010-11-10T00:00:00Z,3.5,0,0
197,2010-10-11T00:00:00Z,30,2010-11-10T00:00:00Z,4.5,0,0
197,2010-10-11T00:00:00Z,30,2010-11-10T00:00:00Z,5.5,0,0
198,2010-10-18T00:00:00Z,1,2010-10-19T00:00:00Z,3.5,0,0
198,2010-10-18T00:00:00Z,1,2010-10-19T00:00:00Z,4.5,0,0
198,2010-10-18T00:00:00Z,1,2010-10-19T00:00:00Z,5.5,0,0
198,2010-10-18T00:00:00Z,7,2010-10-25T00:00:00Z,3.5,0,0
198,2010-10-18T00:00:00Z,7,2010-10-25T00:00:00Z,4.5,1,0
198,2010-10-18T00:00:00Z,7,2010-10-25T00:00:00Z,5.5,0,0
198,2010-10-18T00:00:00Z,30,2010-11-17T00:00:00Z,3.5,0,0
198,2010-10-18T00:00:00Z,30,2010-11-17T00:00:00Z,4.5,0,0
198,2010-10-18T00:00:00Z,30,2010-11-17T00:00:00Z,5.5,0,0
199,2010-10-25T00:00:00Z,1,2010-10-26T00:00:00Z,3.5,0,0
199,2010-10-25T00:00:00Z,1,2010-10-26T00:00:00Z,4.5,0,0
199,2010-10-25T00:00:00Z,1,2010-10-26T00:00:00Z,5.5,0,0
199,2010-10-25T00:00:00Z,7,2010-11-01T00:00:00Z,3.5,0,0
199,2010-10-25T00:00:00Z,7,2010-11-01T00:00:00Z,4.5,1,0
199,2010-10-25T00:00:00Z,7,2010-11-01T00:00:00Z,5.5,0,0
199,2010-10-25T00:00:00Z,30,2010-11-24T00:00:00Z,3.5,0,0
199,2010-10-25T00:00:00Z,30,2010-11-24T00:00:00Z,4.5,0,0
199,2010-10-25T00:00:00Z,30,2010-11-24T00:00:00Z,5.5,0,0
200,2010-11-01T00:00:00Z,1,2010-11-02T00:00:00Z,3.5,0,1
200,2010-11-01T00:00:00Z,1,2010-11-02T00:00:00Z,4.5,0,1
200,2010-11-01T00:00:00Z,1,2010-11-02T00:00:00Z,5.5,0,1
200,2010-11-01T00:00:00Z,7,2010-11-08T00:00:00Z,3.5,0,1
200,2010-11-01T00:00:00Z,7,2010-11-08T00:00:00Z,4.5,1,1
200,2010-11-01T00:00:00Z,7,2010-11-08T00:00:00Z,5.5,0,1
200,2010-11-01T00:00:00Z,30,2010-12-01T00:00:00Z,3.5,0,1
200,2010-11-01T00:00:00Z,30,2010-12-01T00:00:00Z,4.5,0,1
200,2010-11-01T00:00:00Z,30,2010-12-01T00:00:00Z,5.5,0,1
201,2010-11-08T00:00:00Z,1,2010-11-09T00:00:00Z,3.5,0,0
201,2010-11-08T00:00:00Z,1,2010-11-09T00:00:00Z,4.5,0,0
201,2010-11-08T00:00:00Z,1,2010-11-09T00:00:00Z,5.5,0,0
201,2010-11-08T00:00:00Z,7,2010-11-15T00:00:00Z,3.5,0,0
201,2010-11-08T00:00:00Z,7,2010-11-15T00:00:00Z,4.5,1,0
201,2010-11-08T00:00:00Z,7,2010-11-15T00:00:00Z,5.5,0,0
201,2010-11-08T00:00:00Z,30,2010-12-08T00:00:00Z,3.5,0,0
201,2010-11-08T00:00:00Z,30,2010-12-08T00:00:00Z,4.5,0,0
201,2010-11-08T00:00:00Z,30,2010-12-08T00:00:00Z,5.5,0,0
202,2010-11-15T00:00:00Z,1,2010-11-16T00:00:00Z,3.5,0,0
202,2010-11-15T00:00:00Z,1,2010-11-16T00:00:00Z,4.5,0,0
202,2010-11-15T00:00:00Z,1,2010-11-16T00:00:00Z,5.5,0,0
202,2010-11-15T00:00:00Z,7,2010-11-22T00:00:00Z,3.5,0,0
202,2010-11-15T00:00:00Z,7,2010-11-22T00:00:00Z,4.5,1,0
202,2010-11-15T00:00:00Z,7,2010-11-22T00:00:00Z,5.5,0,0
202,2010-11-15T00:00:00Z,30,2010-12-15T00:00:00Z,3.5,0,0
202,2010-11-15T00:00:00Z,30,2010-12-15T00:00:00Z,4.5,0,0
202,2010-11-15T00:00:00Z,30,2010-12-15T00:00:00Z,5.5,0,0
203,2010-11-22T00:00:00Z,1,2010-11-23T00:00:00Z,3.5,0,0
203,2010-11-22T00:00:00Z,1,2010-11-23T00:00:00Z,4.5,0,0
203,2010-11-22T00:00:00Z,1,2010-11-23T00:00:00Z,5.5,0,0
203,2010-11-22T00:00:00Z,7,2010-11-29T00:00:00Z,3.5,0,0
203,2010-11-22T00:00:00Z,7,2010-11-29T00:00:00Z,4.5,1,0
203,2010-11-22T00:00:00Z,7,2010-11-29T00:00:00Z,5.5,0,0
203,2010-11-22T00:00:00Z,30,2010-12-22T00:00:00Z,3.5,0,0
203,2010-11-22T00:00:00Z,30,2010-12-22T00:00:00Z,4.5,0,0
203,2010-11-22T00:00:00Z,30,2010-12-22T00:00:00Z,5.5,0,0
204,2010-11-29T00:00:00Z,1,2010-11-30T00:00:00Z,3.5,0,0
204,2010-11-29T00:00:00Z,1,2010-11-30T00:00:00Z,4.5,0,0
204,2010-11-29T00:00:00Z,1,2010-11-30T00:00:00Z,5.5,0,0
204,2010-11-29T00:00:00Z,7,2010-12-06T00:00:00Z,3.5,0,0
204,2010-11-29T00:00:00Z,7,2010-12-06T00:00:00Z,4.5,1,0
204,2010-11-29T00:00:00Z,7,2010-12-06T00:00:00Z,5.5,0,0
204,2010-11-29T00:00:00Z,30,2010-12-29T00:00:00Z,3.5,0,0
204,2010-11-29T00:00:00Z,30,2010-12-29T00:00:00Z,4.5,0,0
204,2010-11-29T00:00:00Z,30,2010-12-29T00:00:00Z,5.5,0,0
205,2010-12-06T00:00:00Z,1,2010-12-07T00:00:00Z,3.5,0,0
205,2010-12-06T00:00:00Z,1,2010-12-07T00:00:00Z,4.5,0,0
205,2010-12-06T00:00:00Z,1,2010-12-07T00:00:00Z,5.5,0,0
205,2010-12-06T00:00:00Z,7,2010-12-13T00:00:00Z,3.5,0,0
205,2010-12-06T00:00:00Z,7,2010-12-13T00:00:00Z,4.5,1,0
205,2010-12-06T00:00:00Z,7,2010-12-13T00:00:00Z,5.5,0,0
205,2010-12-06T00:00:00Z,30,2011-01-05T00:00:00Z,3.5,0,0
205,2010-12-06T00:00:00Z,30,2011-01-05T00:00:00Z,4.5,0,0
205,2010-12-06T00:00:00Z,30,2011-01-05T00:00:00Z,5.5,0,0
206,2010-12-13T00:00:00Z,1,2010-12-14T00:00:00Z,3.5,0,0
206,2010-12-13T00:00:00Z,1,2010-12-14T00:00:00Z,4.5,0,0
206,2010-12-13T00:00:00Z,1,2010-12-14T00:00:00Z,5.5,0,0
206,2010-12-13T00:00:00Z,7,2010-12-20T00:00:00Z,3.5,0,0
206,2010-12-13T00:00:00Z,7,2010-12-20T00:00:00Z,4.5,1,0
206,2010-12-13T00:00:00Z,7,2010-12-20T00:00:00Z,5.5,0,0
206,2010-12-13T00:00:00Z,30,2011-01-12T00:00:00Z,3.5,0,0
206,2010-12-13T00:00:00Z,30,2011-01-12T00:00:00Z,4.5,0,0
206,2010-12-13T00:00:00Z,30,2011-01-12T00:00:00Z,5.5,0,0
207,2010-12-20T00:00:00Z,1,2010-12-21T00:00:00Z,3.5,0,0
207,2010-12-20T00:00:00Z,1,2010-12-21T00:00:00Z,4.5,0,0
207,2010-12-20T00:00:00Z,1,2010-12-21T00:00:00Z,5.5,0,0
207,2010-12-20T00:00:00Z,7,2010-12-27T00:00:00Z,3.5,0,0
207,2010-12-20T00:00:00Z,7,2010-12-27T00:00:00Z,4.5,1,0
207,2010-12-20T00:00:00Z,7,2010-12-27T00:00:00Z,5.5,0,0
207,2010-12-20T00:00:00Z,30,2011-01-19T00:00:00Z,3.5,0,0
207,2010-12-20T00:00:00Z,30,2011-01-19T00:00:00Z,4.5,0,0
207,2010-12-20T00:00:00Z,30,2011-01-19T00:00:00Z,5.5,0,0
208,2010-12-27T00:00:00Z,1,2010-12-28T00:00:00Z,3.5,0,0
208,2010-12-27T00:00:00Z,1,2010-12-28T00:00:00Z,4.5,0,0
208,2010-12-27T00:00:00Z,1,2010-12-28T00:00:00Z,5.5,0,0
208,2010-12-27T00:00:00Z,7,2011-01-03T00:00:00Z,3.5,0,0
208,2010-12-27T00:00:00Z,7,2011-01-03T00:00:00Z,4.5,1,0
208,2010-12-27T00:00:00Z,7,2011-01-03T00:00:00Z,5.5,0,0
208,2010-12-27T00:00:00Z,30,2011-01-26T00:00:00Z,3.5,0,0
208,2010-12-27T00:00:00Z,30,2011-01-26T00:00:00Z,4.5,0,0
208,2010-12-27T00:00:00Z,30,2011-01-26T00:00:00Z,5.5,0,0
209,2011-01-03T00:00:00Z,1,2011-01-04T00:00:00Z,3.5,0,0
209,2011-01-03T00:00:00Z,1,2011-01-04T00:00:00Z,4.5,0,0
209,2011-01-03T00:00:00Z,1,2011-01-04T00:00:00Z,5.5,0,0
209,2011-01-03T00:00:00Z,7,2011-01-10T00:00:00Z,3.5,0,0
209,2011-01-03T00:00:00Z,7,2011-01-10T00:00:00Z,4.5,1,0
209,2011-01-03T00:00:00Z,7,2011-01-10T00:00:00Z,5.5,0,0
209,2011-01-03T00:00:00Z,30,2011-02-02T00:00:00Z,3.5,0,0
209,2011-01-03T00:00:00Z,30,2011-02-02T00:00:00Z,4.5,0,0
209,2011-01-03T00:00:00Z,30,2011-02-02T00:00:00Z,5.5,0,0
210,2011-01-10T00:00:00Z,1,2011-01-11T00:00:00Z,3.5,0,0
210,2011-01-10T00:00:00Z,1,2011-01-11T00:00:00Z,4.5,0,0
210,2011-01-10T00:00:00Z,1,2011-01-11T00:00:00Z,5.5,0,0
210,2011-01-10T00:00:00Z,7,2011-01-17T00:00:00Z,3.5,0,0
210,2011-01-10T00:00:00Z,7,2011-01-17T00:00:00Z,4.5,1,0
210,2011-01-10T00:00:00Z,7,2011-01-17T00:00:00Z,5.5,0,0
210,2011-01-10T00:00:00Z,30,2011-02-09T00:00:00Z,3.5,0,0
210,2011-01-10T00:00:00Z,30,2011-02-09T00:00:00Z,4.5,0,0
