origin_index,origin_utc,horizon_days,window_end_exclusive_utc,magnitude_threshold,primary,numerical_check
300,2012-10-01T00:00:00Z,1,2012-10-02T00:00:00Z,5.5,0,1
300,2012-10-01T00:00:00Z,7,2012-10-08T00:00:00Z,3.5,0,1
300,2012-10-01T00:00:00Z,7,2012-10-08T00:00:00Z,4.5,1,1
300,2012-10-01T00:00:00Z,7,2012-10-08T00:00:00Z,5.5,0,1
300,2012-10-01T00:00:00Z,30,2012-10-31T00:00:00Z,3.5,0,1
300,2012-10-01T00:00:00Z,30,2012-10-31T00:00:00Z,4.5,0,1
300,2012-10-01T00:00:00Z,30,2012-10-31T00:00:00Z,5.5,0,1
301,2012-10-08T00:00:00Z,1,2012-10-09T00:00:00Z,3.5,0,0
301,2012-10-08T00:00:00Z,1,2012-10-09T00:00:00Z,4.5,0,0
301,2012-10-08T00:00:00Z,1,2012-10-09T00:00:00Z,5.5,0,0
301,2012-10-08T00:00:00Z,7,2012-10-15T00:00:00Z,3.5,0,0
301,2012-10-08T00:00:00Z,7,2012-10-15T00:00:00Z,4.5,1,0
301,2012-10-08T00:00:00Z,7,2012-10-15T00:00:00Z,5.5,0,0
301,2012-10-08T00:00:00Z,30,2012-11-07T00:00:00Z,3.5,0,0
301,2012-10-08T00:00:00Z,30,2012-11-07T00:00:00Z,4.5,0,0
301,2012-10-08T00:00:00Z,30,2012-11-07T00:00:00Z,5.5,0,0
302,2012-10-15T00:00:00Z,1,2012-10-16T00:00:00Z,3.5,0,0
302,2012-10-15T00:00:00Z,1,2012-10-16T00:00:00Z,4.5,0,0
302,2012-10-15T00:00:00Z,1,2012-10-16T00:00:00Z,5.5,0,0
302,2012-10-15T00:00:00Z,7,2012-10-22T00:00:00Z,3.5,0,0
302,2012-10-15T00:00:00Z,7,2012-10-22T00:00:00Z,4.5,1,0
302,2012-10-15T00:00:00Z,7,2012-10-22T00:00:00Z,5.5,0,0
302,2012-10-15T00:00:00Z,30,2012-11-14T00:00:00Z,3.5,0,0
302,2012-10-15T00:00:00Z,30,2012-11-14T00:00:00Z,4.5,0,0
302,2012-10-15T00:00:00Z,30,2012-11-14T00:00:00Z,5.5,0,0
303,2012-10-22T00:00:00Z,1,2012-10-23T00:00:00Z,3.5,0,0
303,2012-10-22T00:00:00Z,1,2012-10-23T00:00:00Z,4.5,0,0
303,2012-10-22T00:00:00Z,1,2012-10-23T00:00:00Z,5.5,0,0
303,2012-10-22T00:00:00Z,7,2012-10-29T00:00:00Z,3.5,0,0
303,2012-10-22T00:00:00Z,7,2012-10-29T00:00:00Z,4.5,1,0
303,2012-10-22T00:00:00Z,7,2012-10-29T00:00:00Z,5.5,0,0
303,2012-10-22T00:00:00Z,30,2012-11-21T00:00:00Z,3.5,0,0
303,2012-10-22T00:00:00Z,30,2012-11-21T00:00:00Z,4.5,0,0
303,2012-10-22T00:00:00Z,30,2012-11-21T00:00:00Z,5.5,0,0
304,2012-10-29T00:00:00Z,1,2012-10-30T00:00:00Z,3.5,0,0
304,2012-10-29T00:00:00Z,1,2012-10-30T00:00:00Z,4.5,0,0
304,2012-10-29T00:00:00Z,1,2012-10-30T00:00:00Z,5.5,0,0
304,2012-10-29T00:00:00Z,7,2012-11-05T00:00:00Z,3.5,0,0
304,2012-10-29T00:00:00Z,7,2012-11-05T00:00:00Z,4.5,1,0
304,2012-10-29T00:00:00Z,7,2012-11-05T00:00:00Z,5.5,0,0
304,2012-10-29T00:00:00Z,30,2012-11-28T00:00:00Z,3.5,0,0
304,2012-10-29T00:00:00Z,30,2012-11-28T00:00:00Z,4.5,0,0
304,2012-10-29T00:00:00Z,30,2012-11-28T00:00:00Z,5.5,0,0
305,2012-11-05T00:00:00Z,1,2012-11-06T00:00:00Z,3.5,0,0
305,2012-11-05T00:00:00Z,1,2012-11-06T00:00:00Z,4.5,0,0
305,2012-11-05T00:00:00Z,1,2012-11-06T00:00:00Z,5.5,0,0
305,2012-11-05T00:00:00Z,7,2012-11-12T00:00:00Z,3.5,0,0
305,2012-11-05T00:00:00Z,7,2012-11-12T00:00:00Z,4.5,1,0
305,2012-11-05T00:00:00Z,7,2012-11-12T00:00:00Z,5.5,0,0
305,2012-11-05T00:00:00Z,30,2012-12-05T00:00:00Z,3.5,0,0
305,2012-11-05T00:00:00Z,30,2012-12-05T00:00:00Z,4.5,0,0
305,2012-11-05T00:00:00Z,30,2012-12-05T00:00:00Z,5.5,0,0
306,2012-11-12T00:00:00Z,1,2012-11-13T00:00:00Z,3.5,0,0
306,2012-11-12T00:00:00Z,1,2012-11-13T00:00:00Z,4.5,0,0
306,2012-11-12T00:00:00Z,1,2012-11-13T00:00:00Z,5.5,0,0
306,2012-11-12T00:00:00Z,7,2012-11-19T00:00:00Z,3.5,0,0
306,2012-11-12T00:00:00Z,7,2012-11-19T00:00:00Z,4.5,1,0
306,2012-11-12T00:00:00Z,7,2012-11-19T00:00:00Z,5.5,0,0
306,2012-11-12T00:00:00Z,30,2012-12-12T00:00:00Z,3.5,0,0
306,2012-11-12T00:00:00Z,30,2012-12-12T00:00:00Z,4.5,0,0
306,2012-11-12T00:00:00Z,30,2012-12-12T00:00:00Z,5.5,0,0
307,2012-11-19T00:00:00Z,1,2012-11-20T00:00:00Z,3.5,0,0
307,2012-11-19T00:00:00Z,1,2012-11-20T00:00:00Z,4.5,0,0
307,2012-11-19T00:00:00Z,1,2012-11-20T00:00:00Z,5.5,0,0
307,2012-11-19T00:00:00Z,7,2012-11-26T00:00:00Z,3.5,0,0
307,2012-11-19T00:00:00Z,7,2012-11-26T00:00:00Z,4.5,1,0
307,2012-11-19T00:00:00Z,7,2012-11-26T00:00:00Z,5.5,0,0
307,2012-11-19T00:00:00Z,30,2012-12-19T00:00:00Z,3.5,0,0
307,2012-11-19T00:00:00Z,30,2012-12-19T00:00:00Z,4.5,0,0
307,2012-11-19T00:00:00Z,30,2012-12-19T00:00:00Z,5.5,0,0
308,2012-11-26T00:00:00Z,1,2012-11-27T00:00:00Z,3.5,0,0
308,2012-11-26T00:00:00Z,1,2012-11-27T00:00:00Z,4.5,0,0
308,2012-11-26T00:00:00Z,1,2012-11-27T00:00:00Z,5.5,0,0
308,2012-11-26T00:00:00Z,7,2012-12-03T00:00:00Z,3.5,0,0
308,2012-11-26T00:00:00Z,7,2012-12-03T00:00:00Z,4.5,1,0
308,2012-11-26T00:00:00Z,7,2012-12-03T00:00:00Z,5.5,0,0
308,2012-11-26T00:00:00Z,30,2012-12-26T00:00:00Z,3.5,0,0
308,2012-11-26T00:00:00Z,30,2012-12-26T00:00:00Z,4.5,0,0
308,2012-11-26T00:00:00Z,30,2012-12-26T00:00:00Z,5.5,0,0
309,2012-12-03T00:00:00Z,1,2012-12-04T00:00:00Z,3.5,0,0
309,2012-12-03T00:00:00Z,1,2012-12-04T00:00:00Z,4.5,0,0
309,2012-12-03T00:00:00Z,1,2012-12-04T00:00:00Z,5.5,0,0
309,2012-12-03T00:00:00Z,7,2012-12-10T00:00:00Z,3.5,0,0
309,2012-12-03T00:00:00Z,7,2012-12-10T00:00:00Z,4.5,1,0
309,2012-12-03T00:00:00Z,7,2012-12-10T00:00:00Z,5.5,0,0
309,2012-12-03T00:00:00Z,30,2013-01-02T00:00:00Z,3.5,0,0
309,2012-12-03T00:00:00Z,30,2013-01-02T00:00:00Z,4.5,0,0
309,2012-12-03T00:00:00Z,30,2013-01-02T00:00:00Z,5.5,0,0
310,2012-12-10T00:00:00Z,1,2012-12-11T00:00:00Z,3.5,0,0
310,2012-12-10T00:00:00Z,1,2012-12-11T00:00:00Z,4.5,0,0
310,2012-12-10T00:00:00Z,1,2012-12-11T00:00:00Z,5.5,0,0
310,2012-12-10T00:00:00Z,7,2012-12-17T00:00:00Z,3.5,0,0
310,2012-12-10T00:00:00Z,7,2012-12-17T00:00:00Z,4.5,1,0
310,2012-12-10T00:00:00Z,7,2012-12-17T00:00:00Z,5.5,0,0
310,2012-12-10T00:00:00Z,30,2013-01-09T00:00:00Z,3.5,0,0
310,2012-12-10T00:00:00Z,30,2013-01-09T00:00:00Z,4.5,0,0
310,2012-12-10T00:00:00Z,30,2013-01-09T00:00:00Z,5.5,0,0
311,2012-12-17T00:00:00Z,1,2012-12-18T00:00:00Z,3.5,0,0
311,2012-12-17T00:00:00Z,1,2012-12-18T00:00:00Z,4.5,0,0
311,2012-12-17T00:00:00Z,1,2012-12-18T00:00:00Z,5.5,0,0
311,2012-12-17T00:00:00Z,7,2012-12-24T00:00:00Z,3.5,0,0
311,2012-12-17T00:00:00Z,7,2012-12-24T00:00:00Z,4.5,1,0
311,2012-12-17T00:00:00Z,7,2012-12-24T00:00:00Z,5.5,0,0
311,2012-12-17T00:00:00Z,30,2013-01-16T00:00:00Z,3.5,0,0
311,2012-12-17T00:00:00Z,30,2013-01-16T00:00:00Z,4.5,0,0
311,2012-12-17T00:00:00Z,30,2013-01-16T00:00:00Z,5.5,0,0
312,2012-12-24T00:00:00Z,1,2012-12-25T00:00:00Z,3.5,0,0
312,2012-12-24T00:00:00Z,1,2012-12-25T00:00:00Z,4.5,0,0
312,2012-12-24T00:00:00Z,1,2012-12-25T00:00:00Z,5.5,0,0
312,2012-12-24T00:00:00Z,7,2012-12-31T00:00:00Z,3.5,0,0
312,2012-12-24T00:00:00Z,7,2012-12-31T00:00:00Z,4.5,1,0
312,2012-12-24T00:00:00Z,7,2012-12-31T00:00:00Z,5.5,0,0
312,2012-12-24T00:00:00Z,30,2013-01-23T00:00:00Z,3.5,0,0
312,2012-12-24T00:00:00Z,30,2013-01-23T00:00:00Z,4.5,0,0
312,2012-12-24T00:00:00Z,30,2013-01-23T00:00:00Z,5.5,0,0
313,2012-12-31T00:00:00Z,1,2013-01-01T00:00:00Z,3.5,0,0
313,2012-12-31T00:00:00Z,1,2013-01-01T00:00:00Z,4.5,0,0
313,2012-12-31T00:00:00Z,1,2013-01-01T00:00:00Z,5.5,0,0
313,2012-12-31T00:00:00Z,7,2013-01-07T00:00:00Z,3.5,0,0
313,2012-12-31T00:00:00Z,7,2013-01-07T00:00:00Z,4.5,1,0
313,2012-12-31T00:00:00Z,7,2013-01-07T00:00:00Z,5.5,0,0
313,2012-12-31T00:00:00Z,30,2013-01-30T00:00:00Z,3.5,0,0
313,2012-12-31T00:00:00Z,30,2013-01-30T00:00:00Z,4.5,0,0
313,2012-12-31T00:00:00Z,30,2013-01-30T00:00:00Z,5.5,0,0
314,2013-01-07T00:00:00Z,1,2013-01-08T00:00:00Z,3.5,0,0
314,2013-01-07T00:00:00Z,1,2013-01-08T00:00:00Z,4.5,0,0
314,2013-01-07T00:00:00Z,1,2013-01-08T00:00:00Z,5.5,0,0
314,2013-01-07T00:00:00Z,7,2013-01-14T00:00:00Z,3.5,0,0
314,2013-01-07T00:00:00Z,7,2013-01-14T00:00:00Z,4.5,1,0
314,2013-01-07T00:00:00Z,7,2013-01-14T00:00:00Z,5.5,0,0
314,2013-01-07T00:00:00Z,30,2013-02-06T00:00:00Z,3.5,0,0
314,2013-01-07T00:00:00Z,30,2013-02-06T00:00:00Z,4.5,0,0
314,2013-01-07T00:00:00Z,30,2013-02-06T00:00:00Z,5.5,0,0
315,2013-01-14T00:00:00Z,1,2013-01-15T00:00:00Z,3.5,0,0
315,2013-01-14T00:00:00Z,1,2013-01-15T00:00:00Z,4.5,0,0
315,2013-01-14T00:00:00Z,1,2013-01-15T00:00:00Z,5.5,0,0
315,2013-01-14T00:00:00Z,7,2013-01-21T00:00:00Z,3.5,0,0
315,2013-01-14T00:00:00Z,7,2013-01-21T00:00:00Z,4.5,1,0
315,2013-01-14T00:00:00Z,7,2013-01-21T00:00:00Z,5.5,0,0
315,2013-01-14T00:00:00Z,30,2013-02-13T00:00:00Z,3.5,0,0
315,2013-01-14T00:00:00Z,30,2013-02-13T00:00:00Z,4.5,0,0
315,2013-01-14T00:00:00Z,30,2013-02-13T00:00:00Z,5.5,0,0
316,2013-01-21T00:00:00Z,1,2013-01-22T00:00:00Z,3.5,0,0
316,2013-01-21T00:00:00Z,1,2013-01-22T00:00:00Z,4.5,0,0
316,2013-01-21T00:00:00Z,1,2013-01-22T00:00:00Z,5.5,0,0
316,2013-01-21T00:00:00Z,7,2013-01-28T00:00:00Z,3.5,0,0
316,2013-01-21T00:00:00Z,7,2013-01-28T00:00:00Z,4.5,1,0
316,2013-01-21T00:00:00Z,7,2013-01-28T00:00:00Z,5.5,0,0
316,2013-01-21T00:00:00Z,30,2013-02-20T00:00:00Z,3.5,0,0
316,2013-01-21T00:00:00Z,30,2013-02-20T00:00:00Z,4.5,0,0
316,2013-01-21T00:00:00Z,30,2013-02-20T00:00:00Z,5.5,0,0
317,2013-01-28T00:00:00Z,1,2013-01-29T00:00:00Z,3.5,0,0
317,2013-01-28T00:00:00Z,1,2013-01-29T00:00:00Z,4.5,0,0
317,2013-01-28T00:00:00Z,1,2013-01-29T00:00:00Z,5.5,0,0
317,2013-01-28T00:00:00Z,7,2013-02-04T00:00:00Z,3.5,0,0
317,2013-01-28T00:00:00Z,7,2013-02-04T00:00:00Z,4.5,1,0
317,2013-01-28T00:00:00Z,7,2013-02-04T00:00:00Z,5.5,0,0
317,2013-01-28T00:00:00Z,30,2013-02-27T00:00:00Z,3.5,0,0
317,2013-01-28T00:00:00Z,30,2013-02-27T00:00:00Z,4.5,0,0
317,2013-01-28T00:00:00Z,30,2013-02-27T00:00:00Z,5.5,0,0
318,2013-02-04T00:00:00Z,1,2013-02-05T00:00:00Z,3.5,0,0
318,2013-02-04T00:00:00Z,1,2013-02-05T00:00:00Z,4.5,0,0
318,2013-02-04T00:00:00Z,1,2013-02-05T00:00:00Z,5.5,0,0
318,2013-02-04T00:00:00Z,7,2013-02-11T00:00:00Z,3.5,0,0
318,2013-02-04T00:00:00Z,7,2013-02-11T00:00:00Z,4.5,1,0
318,2013-02-04T00:00:00Z,7,2013-02-11T00:00:00Z,5.5,0,0
318,2013-02-04T00:00:00Z,30,2013-03-06T00:00:00Z,3.5,0,0
318,2013-02-04T00:00:00Z,30,2013-03-06T00:00:00Z,4.5,0,0
318,2013-02-04T00:00:00Z,30,2013-03-06T00:00:00Z,5.5,0,0
319,2013-02-11T00:00:00Z,1,2013-02-12T00:00:00Z,3.5,0,0
319,2013-02-11T00:00:00Z,1,2013-02-12T00:00:00Z,4.5,0,0
319,2013-02-11T00:00:00Z,1,2013-02-12T00:00:00Z,5.5,0,0
319,2013-02-11T00:00:00Z,7,2013-02-18T00:00:00Z,3.5,0,0
319,2013-02-11T00:00:00Z,7,2013-02-18T00:00:00Z,4.5,1,0
319,2013-02-11T00:00:00Z,7,2013-02-18T00:00:00Z,5.5,0,0
319,2013-02-11T00:00:00Z,30,2013-03-13T00:00:00Z,3.5,0,0
319,2013-02-11T00:00:00Z,30,2013-03-13T00:00:00Z,4.5,0,0
319,2013-02-11T00:00:00Z,30,2013-03-13T00:00:00Z,5.5,0,0
320,2013-02-18T00:00:00Z,1,2013-02-19T00:00:00Z,3.5,0,1
320,2013-02-18T00:00:00Z,1,2013-02-19T00:00:00Z,4.5,0,1
320,2013-02-18T00:00:00Z,1,2013-02-19T00:00:00Z,5.5,0,1
320,2013-02-18T00:00:00Z,7,2013-02-25T00:00:00Z,3.5,0,1
320,2013-02-18T00:00:00Z,7,2013-02-25T00:00:00Z,4.5,1,1
320,2013-02-18T00:00:00Z,7,2013-02-25T00:00:00Z,5.5,0,1
320,2013-02-18T00:00:00Z,30,2013-03-20T00:00:00Z,3.5,0,1
320,2013-02-18T00:00:00Z,30,2013-03-20T00:00:00Z,4.5,0,1
320,2013-02-18T00:00:00Z,30,2013-03-20T00:00:00Z,5.5,0,1
321,2013-02-25T00:00:00Z,1,2013-02-26T00:00:00Z,3.5,0,0
321,2013-02-25T00:00:00Z,1,2013-02-26T00:00:00Z,4.5,0,0
321,2013-02-25T00:00:00Z,1,2013-02-26T00:00:00Z,5.5,0,0
321,2013-02-25T00:00:00Z,7,2013-03-04T00:00:00Z,3.5,0,0
321,2013-02-25T00:00:00Z,7,2013-03-04T00:00:00Z,4.5,1,0
321,2013-02-25T00:00:00Z,7,2013-03-04T00:00:00Z,5.5,0,0
321,2013-02-25T00:00:00Z,30,2013-03-27T00:00:00Z,3.5,0,0
321,2013-02-25T00:00:00Z,30,2013-03-27T00:00:00Z,4.5,0,0
321,2013-02-25T00:00:00Z,30,2013-03-27T00:00:00Z,5.5,0,0
322,2013-03-04T00:00:00Z,1,2013-03-05T00:00:00Z,3.5,0,0
322,2013-03-04T00:00:00Z,1,2013-03-05T00:00:00Z,4.5,0,0
322,2013-03-04T00:00:00Z,1,2013-03-05T00:00:00Z,5.5,0,0
322,2013-03-04T00:00:00Z,7,2013-03-11T00:00:00Z,3.5,0,0
322,2013-03-04T00:00:00Z,7,2013-03-11T00:00:00Z,4.5,1,0
322,2013-03-04T00:00:00Z,7,2013-03-11T00:00:00Z,5.5,0,0
322,2013-03-04T00:00:00Z,30,2013-04-03T00:00:00Z,3.5,0,0
322,2013-03-04T00:00:00Z,30,2013-04-03T00:00:00Z,4.5,0,0
322,2013-03-04T00:00:00Z,30,2013-04-03T00:00:00Z,5.5,0,0
323,2013-03-11T00:00:00Z,1,2013-03-12T00:00:00Z,3.5,0,0
323,2013-03-11T00:00:00Z,1,2013-03-12T00:00:00Z,4.5,0,0
323,2013-03-11T00:00:00Z,1,2013-03-12T00:00:00Z,5.5,0,0
323,2013-03-11T00:00:00Z,7,2013-03-18T00:00:00Z,3.5,0,0
323,2013-03-11T00:00:00Z,7,2013-03-18T00:00:00Z,4.5,1,0
323,2013-03-11T00:00:00Z,7,2013-03-18T00:00:00Z,5.5,0,0
323,2013-03-11T00:00:00Z,30,2013-04-10T00:00:00Z,3.5,0,0
323,2013-03-11T00:00:00Z,30,2013-04-10T00:00:00Z,4.5,0,0
323,2013-03-11T00:00:00Z,30,2013-04-10T00:00:00Z,5.5,0,0
324,2013-03-18T00:00:00Z,1,2013-03-19T00:00:00Z,3.5,0,0
324,2013-03-18T00:00:00Z,1,2013-03-19T00:00:00Z,4.5,0,0
324,2013-03-18T00:00:00Z,1,2013-03-19T00:00:00Z,5.5,0,0
324,2013-03-18T00:00:00Z,7,2013-03-25T00:00:00Z,3.5,0,0
324,2013-03-18T00:00:00Z,7,2013-03-25T00:00:00Z,4.5,1,0
324,2013-03-18T00:00:00Z,7,2013-03-25T00:00:00Z,5.5,0,0
324,2013-03-18T00:00:00Z,30,2013-04-17T00:00:00Z,3.5,0,0
324,2013-03-18T00:00:00Z,30,2013-04-17T00:00:00Z,4.5,0,0
324,2013-03-18T00:00:00Z,30,2013-04-17T00:00:00Z,5.5,0,0
325,2013-03-25T00:00:00Z,1,2013-03-26T00:00:00Z,3.5,0,0
325,2013-03-25T00:00:00Z,1,2013-03-26T00:00:00Z,4.5,0,0
325,2013-03-25T00:00:00Z,1,2013-03-26T00:00:00Z,5.5,0,0
325,2013-03-25T00:00:00Z,7,2013-04-01T00:00:00Z,3.5,0,0
325,2013-03-25T00:00:00Z,7,2013-04-01T00:00:00Z,4.5,1,0
325,2013-03-25T00:00:00Z,7,2013-04-01T00:00:00Z,5.5,0,0
325,2013-03-25T00:00:00Z,30,2013-04-24T00:00:00Z,3.5,0,0
325,2013-03-25T00:00:00Z,30,2013-04-24T00:00:00Z,4.5,0,0
325,2013-03-25T00:00:00Z,30,2013-04-24T00:00:00Z,5.5,0,0
326,2013-04-01T00:00:00Z,1,2013-04-02T00:00:00Z,3.5,0,0
326,2013-04-01T00:00:00Z,1,2013-04-02T00:00:00Z,4.5,0,0
326,2013-04-01T00:00:00Z,1,2013-04-02T00:00:00Z,5.5,0,0
326,2013-04-01T00:00:00Z,7,2013-04-08T00:00:00Z,3.5,0,0
326,2013-04-01T00:00:00Z,7,2013-04-08T00:00:00Z,4.5,1,0
326,2013-04-01T00:00:00Z,7,2013-04-08T00:00:00Z,5.5,0,0
326,2013-04-01T00:00:00Z,30,2013-05-01T00:00:00Z,3.5,0,0
326,2013-04-01T00:00:00Z,30,2013-05-01T00:00:00Z,4.5,0,0
326,2013-04-01T00:00:00Z,30,2013-05-01T00:00:00Z,5.5,0,0
327,2013-04-08T00:00:00Z,1,2013-04-09T00:00:00Z,3.5,0,0
327,2013-04-08T00:00:00Z,1,2013-04-09T00:00:00Z,4.5,0,0
327,2013-04-08T00:00:00Z,1,2013-04-09T00:00:00Z,5.5,0,0
327,2013-04-08T00:00:00Z,7,2013-04-15T00:00:00Z,3.5,0,0
327,2013-04-08T00:00:00Z,7,2013-04-15T00:00:00Z,4.5,1,0
327,2013-04-08T00:00:00Z,7,2013-04-15T00:00:00Z,5.5,0,0
327,2013-04-08T00:00:00Z,30,2013-05-08T00:00:00Z,3.5,0,0
327,2013-04-08T00:00:00Z,30,2013-05-08T00:00:00Z,4.5,0,0
327,2013-04-08T00:00:00Z,30,2013-05-08T00:00:00Z,5.5,0,0
328,2013-04-15T00:00:00Z,1,2013-04-16T00:00:00Z,3.5,0,0
328,2013-04-15T00:00:00Z,1,2013-04-16T00:00:00Z,4.5,0,0
328,2013-04-15T00:00:00Z,1,2013-04-16T00:00:00Z,5.5,0,0
328,2013-04-15T00:00:00Z,7,2013-04-22T00:00:00Z,3.5,0,0
328,2013-04-15T00:00:00Z,7,2013-04-22T00:00:00Z,4.5,1,0
328,2013-04-15T00:00:00Z,7,2013-04-22T00:00:00Z,5.5,0,0
328,2013-04-15T00:00:00Z,30,2013-05-15T00:00:00Z,3.5,0,0
328,2013-04-15T00:00:00Z,30,2013-05-15T00:00:00Z,4.5,0,0
328,2013-04-15T00:00:00Z,30,2013-05-15T00:00:00Z,5.5,0,0
329,2013-04-22T00:00:00Z,1,2013-04-23T00:00:00Z,3.5,0,0
329,2013-04-22T00:00:00Z,1,2013-04-23T00:00:00Z,4.5,0,0
329,2013-04-22T00:00:00Z,1,2013-04-23T00:00:00Z,5.5,0,0
329,2013-04-22T00:00:00Z,7,2013-04-29T00:00:00Z,3.5,0,0
329,2013-04-22T00:00:00Z,7,2013-04-29T00:00:00Z,4.5,1,0
329,2013-04-22T00:00:00Z,7,2013-04-29T00:00:00Z,5.5,0,0
329,2013-04-22T00:00:00Z,30,2013-05-22T00:00:00Z,3.5,0,0
329,2013-04-22T00:00:00Z,30,2013-05-22T00:00:00Z,4.5,0,0
329,2013-04-22T00:00:00Z,30,2013-05-22T00:00:00Z,5.5,0,0
330,2013-04-29T00:00:00Z,1,2013-04-30T00:00:00Z,3.5,0,0
330,2013-04-29T00:00:00Z,1,2013-04-30T00:00:00Z,4.5,0,0
330,2013-04-29T00:00:00Z,1,2013-04-30T00:00:00Z,5.5,0,0
330,2013-04-29T00:00:00Z,7,2013-05-06T00:00:00Z,3.5,0,0
330,2013-04-29T00:00:00Z,7,2013-05-06T00:00:00Z,4.5,1,0
330,2013-04-29T00:00:00Z,7,2013-05-06T00:00:00Z,5.5,0,0
330,2013-04-29T00:00:00Z,30,2013-05-29T00:00:00Z,3.5,0,0
330,2013-04-29T00:00:00Z,30,2013-05-29T00:00:00Z,4.5,0,0
330,2013-04-29T00:00:00Z,30,2013-05-29T00:00:00Z,5.5,0,0
331,2013-05-06T00:00:00Z,1,2013-05-07T00:00:00Z,3.5,0,0
331,2013-05-06T00:00:00Z,1,2013-05-07T00:00:00Z,4.5,0,0
331,2013-05-06T00:00:00Z,1,2013-05-07T00:00:00Z,5.5,0,0
331,2013-05-06T00:00:00Z,7,2013-05-13T00:00:00Z,3.5,0,0
331,2013-05-06T00:00:00Z,7,2013-05-13T00:00:00Z,4.5,1,0
331,2013-05-06T00:00:00Z,7,2013-05-13T00:00:00Z,5.5,0,0
331,2013-05-06T00:00:00Z,30,2013-06-05T00:00:00Z,3.5,0,0
331,2013-05-06T00:00:00Z,30,2013-06-05T00:00:00Z,4.5,0,0
331,2013-05-06T00:00:00Z,30,2013-06-05T00:00:00Z,5.5,0,0
332,2013-05-13T00:00:00Z,1,2013-05-14T00:00:00Z,3.5,0,0
332,2013-05-13T00:00:00Z,1,2013-05-14T00:00:00Z,4.5,0,0
332,2013-05-13T00:00:00Z,1,2013-05-14T00:00:00Z,5.5,0,0
332,2013-05-13T00:00:00Z,7,2013-05-20T00:00:00Z,3.5,0,0
332,2013-05-13T00:00:00Z,7,2013-05-20T00:00:00Z,4.5,1,0
332,2013-05-13T00:00:00Z,7,2013-05-20T00:00:00Z,5.5,0,0
332,2013-05-13T00:00:00Z,30,2013-06-12T00:00:00Z,3.5,0,0
332,2013-05-13T00:00:00Z,30,2013-06-12T00:00:00Z,4.5,0,0
332,2013-05-13T00:00:00Z,30,2013-06-12T00:00:00Z,5.5,0,0
333,2013-05-20T00:00:00Z,1,2013-05-21T00:00:00Z,3.5,0,0
333,2013-05-20T00:00:00Z,1,2013-05-21T00:00:00Z,4.5,0,0
333,2013-05-20T00:00:00Z,1,2013-05-21T00:00:00Z,5.5,0,0
333,2013-05-20T00:00:00Z,7,2013-05-27T00:00:00Z,3.5,0,0
333,2013-05-20T00:00:00Z,7,2013-05-27T00:00:00Z,4.5,1,0
333,2013-05-20T00:00:00Z,7,2013-05-27T00:00:00Z,5.5,0,0
333,2013-05-20T00:00:00Z,30,2013-06-19T00:00:00Z,3.5,0,0
333,2013-05-20T00:00:00Z,30,2013-06-19T00:00:00Z,4.5,0,0
333,2013-05-20T00:00:00Z,30,2013-06-19T00:00:00Z,5.5,0,0
334,2013-05-27T00:00:00Z,1,2013-05-28T00:00:00Z,3.5,0,0
334,2013-05-27T00:00:00Z,1,2013-05-28T00:00:00Z,4.5,0,0
334,2013-05-27T00:00:00Z,1,2013-05-28T00:00:00Z,5.5,0,0
334,2013-05-27T00:00:00Z,7,2013-06-03T00:00:00Z,3.5,0,0
334,2013-05-27T00:00:00Z,7,2013-06-03T00:00:00Z,4.5,1,0
334,2013-05-27T00:00:00Z,7,2013-06-03T00:00:00Z,5.5,0,0
334,2013-05-27T00:00:00Z,30,2013-06-26T00:00:00Z,3.5,0,0
334,2013-05-27T00:00:00Z,30,2013-06-26T00:00:00Z,4.5,0,0
334,2013-05-27T00:00:00Z,30,2013-06-26T00:00:00Z,5.5,0,0
335,2013-06-03T00:00:00Z,1,2013-06-04T00:00:00Z,3.5,0,0
335,2013-06-03T00:00:00Z,1,2013-06-04T00:00:00Z,4.5,0,0
335,2013-06-03T00:00:00Z,1,2013-06-04T00:00:00Z,5.5,0,0
335,2013-06-03T00:00:00Z,7,2013-06-10T00:00:00Z,3.5,0,0
335,2013-06-03T00:00:00Z,7,2013-06-10T00:00:00Z,4.5,1,0
335,2013-06-03T00:00:00Z,7,2013-06-10T00:00:00Z,5.5,0,0
335,2013-06-03T00:00:00Z,30,2013-07-03T00:00:00Z,3.5,0,0
335,2013-06-03T00:00:00Z,30,2013-07-03T00:00:00Z,4.5,0,0
335,2013-06-03T00:00:00Z,30,2013-07-03T00:00:00Z,5.5,0,0
336,2013-06-10T00:00:00Z,1,2013-06-11T00:00:00Z,3.5,0,0
336,2013-06-10T00:00:00Z,1,2013-06-11T00:00:00Z,4.5,0,0
336,2013-06-10T00:00:00Z,1,2013-06-11T00:00:00Z,5.5,0,0
336,2013-06-10T00:00:00Z,7,2013-06-17T00:00:00Z,3.5,0,0
336,2013-06-10T00:00:00Z,7,2013-06-17T00:00:00Z,4.5,1,0
336,2013-06-10T00:00:00Z,7,2013-06-17T00:00:00Z,5.5,0,0
336,2013-06-10T00:00:00Z,30,2013-07-10T00:00:00Z,3.5,0,0
336,2013-06-10T00:00:00Z,30,2013-07-10T00:00:00Z,4.5,0,0
336,2013-06-10T00:00:00Z,30,2013-07-10T00:00:00Z,5.5,0,0
337,2013-06-17T00:00:00Z,1,2013-06-18T00:00:00Z,3.5,0,0
